date,track_name,artist_name,peak_position,weeks_on_chart,current_position
2014-12-01,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",27,4,31
2014-12-01,Chandelier,Sia,8,29,32
2014-12-01,Rude,MAGIC!,1,31,33
2014-12-01,Riptide,Vance Joy,32,22,34
2014-12-01,Beg For It,Iggy Azalea Featuring M0,35,5,35
2014-12-01,L.A.LOVE (la la),Fergie,36,7,36
2014-12-01,New Flame,Chris Brown Featuring Usher & Rick Ross,27,19,37
2014-12-01,Something In The Water,Carrie Underwood,24,8,38
2014-12-01,Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",39,12,39
2014-12-01,Thinking Out Loud,Ed Sheeran,40,7,40
2014-12-01,Stolen Dance,Milky Chance,41,18,41
2014-12-01,Break Free,Ariana Grande Featuring Zedd,4,21,42
2014-12-01,All Of Me,John Legend,1,59,43
2014-12-01,"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,43,12,44
2014-12-01,Shotgun Rider,Tim McGraw,45,8,45
2014-12-01,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,12,30,46
2014-12-01,Try Me,DeJ Loaf,46,5,47
2014-12-01,Fancy,Iggy Azalea Featuring Charli XCX,1,38,48
2014-12-01,Boom Clap,Charli xcx,8,25,49
2014-12-01,Happy,Pharrell Williams,1,47,50
2014-12-01,Somewhere In My Car,Keith Urban,49,13,51
2014-12-01,Ghost,Ella Henderson,52,4,52
2014-12-01,Heroes (We Could Be),Alesso Featuring Tove Lo,53,8,53
2014-12-01,Anaconda,Nicki Minaj,2,16,54
2014-12-01,Night Changes,One Direction,55,1,55
2014-12-01,Girl In A Country Song,Maddie & Tae,56,16,56
2014-12-01,About The Money,T.I. Featuring Young Thug,42,16,57
2014-12-01,Day Drinking,Little Big Town,40,18,58
2014-12-01,0 To 100 / The Catch Up,Drake,35,18,59
2014-12-01,No Flex Zone,Rae Sremmurd,36,17,60
2014-12-01,Perfect Storm,Brad Paisley,61,7,61
2014-12-01,i,Kendrick Lamar,39,9,62
2014-12-01,Do They Know It's Christmas? (2014),Band Aid 30,63,1,63
2014-12-01,Neon Light,Blake Shelton,43,14,64
2014-12-01,Yellow Flicker Beat,Lorde,65,3,65
2014-12-01,Dangerous,David Guetta Featuring Sam Martin,66,5,66
2014-12-01,Sunshine & Whiskey,Frankie Ballard,57,20,67
2014-12-01,Fireball,Pitbull Featuring John Ryan,23,16,68
2014-12-01,Burnin' It Down,Jason Aldean,12,18,69
2014-12-01,Bed Of Lies,Nicki Minaj Featuring Skylar Grey,70,1,70
2014-12-01,Talladega,Eric Church,69,5,71
2014-12-01,I Bet My Life,Imagine Dragons,53,3,72
2014-12-01,Sun Daze,Florida Georgia Line,73,5,73
2014-12-01,Try,Colbie Caillat,55,14,74
2014-12-01,No Love,August Alsina,69,10,75
2014-12-01,Look At You,Big & Rich,73,12,76
2014-12-01,CoCo,O.T. Genasis,77,1,77
2014-12-01,Baby It's Cold Outside,Idina Menzel Duet With Michael Buble,78,1,78
2014-12-01,Dirt,Florida Georgia Line,11,20,79
2014-12-01,Close Your Eyes,Parmalee,77,9,80
2014-12-01,In Your Arms,Nico & Vinz,72,6,81
2014-12-01,Drinking Class,Lee Brice,80,6,82
2014-12-01,Baby Don't Lie,Gwen Stefani,46,5,83
2014-12-01,Often,The Weeknd,84,6,84
2014-12-01,Good Girls,5 Seconds Of Summer,34,2,85
2014-12-01,Til It's Gone,Kenny Chesney,83,4,86
2014-12-01,Feelin' It,Scotty McCreery,84,9,87
2014-12-01,God Made Girls,RaeLynn,85,5,88
2014-12-01,Body Language,Kid Ink Featuring Usher & Tinashe,78,7,89
2014-12-01,Burnin' Up,Jessie J Featuring 2 Chainz,86,2,90
2014-12-01,This Is How We Do,Katy Perry,24,17,91
2014-12-01,Take Me To Church,Matt McAndrew,92,1,92
2014-12-01,Roller Coaster,Luke Bryan,43,19,93
2014-12-01,Booty,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,18,8,94
2014-12-01,I Don't Mind,Usher Featuring Juicy J,95,1,95
2014-12-01,Make Me Wanna,Thomas Rhett,96,2,96
2014-12-01,Mean To Me,Brett Eldredge,95,3,97
2014-12-01,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,84,3,98
2014-12-01,Stockholm Syndrome,One Direction,99,1,99
2014-12-01,You And Your Friends,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,82,10,100
2015-01-01,Blank Space,Taylor Swift,1,8,1
2015-01-01,Take Me To Church,Hozier,2,19,2
2015-01-01,Uptown Funk!,Mark Ronson Featuring Bruno Mars,3,6,3
2015-01-01,Thinking Out Loud,Ed Sheeran,4,11,4
2015-01-01,Lips Are Movin,Meghan Trainor,4,9,5
2015-01-01,I'm Not The Only One,Sam Smith,5,16,6
2015-01-01,Love Me Harder,Ariana Grande & The Weeknd,7,11,7
2015-01-01,Jealous,Nick Jonas,8,15,8
2015-01-01,Animals,Maroon 5,3,18,9
2015-01-01,All About That Bass,Meghan Trainor,1,24,10
2015-01-01,Shake It Off,Taylor Swift,1,18,11
2015-01-01,I Don't F**k With You,Big Sean Featuring E-40,11,13,12
2015-01-01,The Heart Wants What It Wants,Selena Gomez,6,7,13
2015-01-01,Wasted Love,Matt McAndrew,14,1,14
2015-01-01,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",12,8,15
2015-01-01,Habits (Stay High),Tove Lo,3,30,16
2015-01-01,Tuesday,I LOVE MAKONNEN Featuring Drake,12,13,17
2015-01-01,Waves,Mr. Probz,14,18,18
2015-01-01,Don't,Ed Sheeran,9,28,19
2015-01-01,Centuries,Fall Out Boy,20,15,20
2015-01-01,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,12,4,21
2015-01-01,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",3,21,22
2015-01-01,No Type,Rae Sremmurd,16,13,23
2015-01-01,7/11,Beyonce,13,4,24
2015-01-01,Hot Boy,Bobby Shmurda,6,21,25
2015-01-01,Blame,Calvin Harris Featuring John Newman,19,15,26
2015-01-01,Stay With Me,Sam Smith,2,37,27
2015-01-01,CoCo,O.T. Genasis,27,5,28
2015-01-01,Beg For It,Iggy Azalea Featuring M0,28,9,29
2015-01-01,Don't Tell 'Em,Jeremih Featuring YG,6,26,30
2015-01-01,I Don't Mind,Usher Featuring Juicy J,31,5,31
2015-01-01,Riptide,Vance Joy,32,26,32
2015-01-01,Black Widow,Iggy Azalea Featuring Rita Ora,3,25,33
2015-01-01,My Baby's Got A Smile On Her Face,Craig Wayne Boyd,34,1,34
2015-01-01,All I Want For Christmas Is You,Mariah Carey,21,10,35
2015-01-01,Heroes (We Could Be),Alesso Featuring Tove Lo,35,12,36
2015-01-01,Trumpets,Jason Derulo,14,30,37
2015-01-01,Shotgun Rider,Tim McGraw,38,12,38
2015-01-01,Stolen Dance,Milky Chance,39,22,39
2015-01-01,Chandelier,Sia,8,33,40
2015-01-01,Something In The Water,Carrie Underwood,24,12,41
2015-01-01,Santa Tell Me,Ariana Grande,42,4,42
2015-01-01,Feeling Myself,Nicki Minaj Featuring Beyonce,43,1,43
2015-01-01,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,16,23,44
2015-01-01,Rather Be,Clean Bandit Featuring Jess Glynne,10,28,45
2015-01-01,Try Me,DeJ Loaf,45,9,46
2015-01-01,Ghost,Ella Henderson,47,8,47
2015-01-01,Anaconda,Nicki Minaj,2,20,48
2015-01-01,Rude,MAGIC!,1,35,49
2015-01-01,Night Changes,One Direction,31,5,50
2015-01-01,Talladega,Eric Church,51,9,51
2015-01-01,"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,43,16,52
2015-01-01,Velvet,Chris Jamison,53,1,53
2015-01-01,Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",39,16,54
2015-01-01,L.A.LOVE (la la),Fergie,27,11,55
2015-01-01,About The Money,T.I. Featuring Young Thug,42,20,56
2015-01-01,Sun Daze,Florida Georgia Line,57,9,57
2015-01-01,"Mary, Did You Know?",Pentatonix,26,5,58
2015-01-01,Perfect Storm,Brad Paisley,52,11,59
2015-01-01,I Bet My Life,Imagine Dragons,53,7,60
2015-01-01,I See You,Luke Bryan,61,4,61
2015-01-01,Bed Of Lies,Nicki Minaj Featuring Skylar Grey,62,4,62
2015-01-01,Lost Without U,Chris Jamison & Adam Levine,63,1,63
2015-01-01,I Lived,OneRepublic,64,4,64
2015-01-01,Masterpiece,Jessie J,65,1,65
2015-01-01,Lonely Tonight,Blake Shelton Featuring Ashley Monroe,54,3,66
2015-01-01,Til It's Gone,Kenny Chesney,67,8,67
2015-01-01,Dangerous,David Guetta Featuring Sam Martin,56,9,68
2015-01-01,Prayer In C,Lillywood & Robin Schulz,69,3,69
2015-01-01,Steal My Girl,One Direction,13,12,70
2015-01-01,Close Your Eyes,Parmalee,69,13,71
2015-01-01,Drinking Class,Lee Brice,72,10,72
2015-01-01,Just Gettin' Started,Jason Aldean,61,4,73
2015-01-01,Soldier,Damien,74,1,74
2015-01-01,Sledgehammer,Fifth Harmony,75,4,75
2015-01-01,Make Me Wanna,Thomas Rhett,76,6,76
2015-01-01,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,77,6,77
2015-01-01,God Made Girls,RaeLynn,61,9,78
2015-01-01,She Knows,Ne-Yo Featuring Juicy J,79,5,79
2015-01-01,Somewhere In My Car,Keith Urban,49,17,80
2015-01-01,Often,The Weeknd,74,10,81
2015-01-01,Mean To Me,Brett Eldredge,82,7,82
2015-01-01,Lost Stars,Matt McAndrew & Adam Levine,83,1,83
2015-01-01,Girl In A Country Song,Maddie & Tae,54,20,84
2015-01-01,Try,Colbie Caillat,55,18,85
2015-01-01,Shut Up And Dance,WALK THE MOON,75,6,86
2015-01-01,Time Of Our Lives,Pitbull & Ne-Yo,87,2,87
2015-01-01,Get On Your Knees,Nicki Minaj Featuring Ariana Grande,88,1,88
2015-01-01,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,41,13,89
2015-01-01,Apparently,J. Cole,90,1,90
2015-01-01,Like A Cowboy,Randy Houser,91,3,91
2015-01-01,Body Language,Kid Ink Featuring Usher & Tinashe,78,11,92
2015-01-01,No Love,August Alsina,69,14,93
2015-01-01,Break The Rules,Charli xcx,94,2,94
2015-01-01,Lonely Eyes,Chris Young,95,1,95
2015-01-01,Fireball,Pitbull Featuring John Ryan,23,20,96
2015-01-01,Homegrown Honey,Darius Rucker,97,4,97
2015-01-01,Wet Dreamz,J. Cole,73,2,98
2015-01-01,Yellow Flicker Beat,Lorde,34,7,99
2015-01-01,In Your Arms,Nico & Vinz,72,10,100
2015-02-01,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,11,1
2015-02-01,Thinking Out Loud,Ed Sheeran,2,16,2
2015-02-01,Take Me To Church,Hozier,2,24,3
2015-02-01,Blank Space,Taylor Swift,1,13,4
2015-02-01,Shake It Off,Taylor Swift,1,23,5
2015-02-01,Sugar,Maroon 5,6,2,6
2015-02-01,Lips Are Movin,Meghan Trainor,4,14,7
2015-02-01,I'm Not The Only One,Sam Smith,5,21,8
2015-02-01,Jealous,Nick Jonas,7,20,9
2015-02-01,Centuries,Fall Out Boy,10,20,10
2015-02-01,All About That Bass,Meghan Trainor,1,29,11
2015-02-01,Love Me Harder,Ariana Grande & The Weeknd,7,16,12
2015-02-01,I Don't F**k With You,Big Sean Featuring E-40,11,18,13
2015-02-01,I Don't Mind,Usher Featuring Juicy J,14,10,14
2015-02-01,The Heart Wants What It Wants,Selena Gomez,6,12,15
2015-02-01,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,12,9,16
2015-02-01,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",12,13,17
2015-02-01,Animals,Maroon 5,3,23,18
2015-02-01,7/11,Beyonce,13,9,19
2015-02-01,Love Me Like You Do,Ellie Goulding,20,3,20
2015-02-01,Time Of Our Lives,Pitbull & Ne-Yo,21,7,21
2015-02-01,No Type,Rae Sremmurd,16,18,22
2015-02-01,CoCo,O.T. Genasis,23,10,23
2015-02-01,Ghost,Ella Henderson,22,13,24
2015-02-01,Tuesday,I LOVE MAKONNEN Featuring Drake,12,18,25
2015-02-01,Stay With Me,Sam Smith,2,42,26
2015-02-01,Earned It (Fifty Shades Of Grey),The Weeknd,27,5,27
2015-02-01,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",3,26,28
2015-02-01,Waves,Mr. Probz,14,23,29
2015-02-01,Habits (Stay High),Tove Lo,3,35,30
2015-02-01,Riptide,Vance Joy,30,31,31
2015-02-01,Elastic Heart,Sia,17,3,32
2015-02-01,Chandelier,Sia,8,38,33
2015-02-01,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,34,11,34
2015-02-01,Heroes (We Could Be),Alesso Featuring Tove Lo,31,17,35
2015-02-01,Don't,Ed Sheeran,9,33,36
2015-02-01,Style,Taylor Swift,37,7,37
2015-02-01,She Knows,Ne-Yo Featuring Juicy J,38,10,38
2015-02-01,I Lived,OneRepublic,32,9,39
2015-02-01,Prayer In C,Lillywood & Robin Schulz,40,8,40
2015-02-01,I See You,Luke Bryan,41,9,41
2015-02-01,Something In The Water,Carrie Underwood,24,17,42
2015-02-01,Talladega,Eric Church,43,14,43
2015-02-01,Sun Daze,Florida Georgia Line,44,14,44
2015-02-01,Rude,MAGIC!,1,40,45
2015-02-01,Night Changes,One Direction,31,10,46
2015-02-01,Don't Tell 'Em,Jeremih Featuring YG,6,31,47
2015-02-01,Black Widow,Iggy Azalea Featuring Rita Ora,3,30,48
2015-02-01,Sledgehammer,Fifth Harmony,40,9,49
2015-02-01,Blame,Calvin Harris Featuring John Newman,19,20,50
2015-02-01,Lonely Tonight,Blake Shelton Featuring Ashley Monroe,51,8,51
2015-02-01,Stuck On A Feeling,Prince Royce Featuring Snoop Dogg,52,5,52
2015-02-01,Take Your Time,Sam Hunt,53,4,53
2015-02-01,FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,54,1,54
2015-02-01,Make Me Wanna,Thomas Rhett,55,11,55
2015-02-01,Outside,Calvin Harris Featuring Ellie Goulding,56,7,56
2015-02-01,Try Me,DeJ Loaf,45,14,57
2015-02-01,Feeling Myself,Nicki Minaj Featuring Beyonce,43,6,58
2015-02-01,Often,The Weeknd,59,15,59
2015-02-01,Drinking Class,Lee Brice,60,15,60
2015-02-01,Just Gettin' Started,Jason Aldean,61,9,61
2015-02-01,Shotgun Rider,Tim McGraw,38,17,62
2015-02-01,I Bet My Life,Imagine Dragons,53,12,63
2015-02-01,Shut Up And Dance,WALK THE MOON,64,11,64
2015-02-01,Ayo,Chris Brown & Tyga,40,3,65
2015-02-01,Mean To Me,Brett Eldredge,66,12,66
2015-02-01,Heartbeat Song,Kelly Clarkson,37,2,67
2015-02-01,Like A Cowboy,Randy Houser,68,8,68
2015-02-01,Til It's Gone,Kenny Chesney,60,13,69
2015-02-01,Apparently,J. Cole,70,6,70
2015-02-01,Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,71,1,71
2015-02-01,Beg For It,Iggy Azalea Featuring M0,27,14,72
2015-02-01,Throw Sum Mo,Rae Sremmurd Featuring Nicki Minaj & Young Thug,73,4,73
2015-02-01,Lonely Eyes,Chris Young,73,6,74
2015-02-01,God Made Girls,RaeLynn,61,14,75
2015-02-01,All About It,Hoodie Allen Featuring Ed Sheeran,76,3,76
2015-02-01,Ain't Worth The Whiskey,Cole Swindell,77,4,77
2015-02-01,Perfect Storm,Brad Paisley,52,16,78
2015-02-01,L.A.LOVE (la la),Fergie,27,16,79
2015-02-01,Homegrown Honey,Darius Rucker,80,9,80
2015-02-01,Homegrown,Zac Brown Band,48,2,81
2015-02-01,Worth It,Fifth Harmony Featuring Kid Ink,82,1,82
2015-02-01,Take It On Back,Chase Bryant,83,4,83
2015-02-01,Steal My Girl,One Direction,13,17,84
2015-02-01,Uma Thurman,Fall Out Boy,73,2,85
2015-02-01,Trap Queen,Fetty Wap,86,1,86
2015-02-01,Body Language,Kid Ink Featuring Usher & Tinashe,72,16,87
2015-02-01,Geronimo,Sheppard,88,5,88
2015-02-01,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,89,3,89
2015-02-01,Say You Do,Dierks Bentley,90,2,90
2015-02-01,Not For Long,B.o.B Featuring Trey Songz,91,3,91
2015-02-01,What We Ain't Got,Jake Owen,92,4,92
2015-02-01,The Body,Wale Featuring Jeremih,93,2,93
2015-02-01,Somebody,Natalie La Rose Featuring Jeremih,94,1,94
2015-02-01,Can't Stop Dancin',Becky G,95,2,95
2015-02-01,Immortals,Fall Out Boy,96,1,96
2015-02-01,Dangerous,David Guetta Featuring Sam Martin,56,14,97
2015-02-01,A Guy Walks Into A Bar,Tyler Farr,97,4,98
2015-02-01,Slow Motion,Trey Songz,99,1,99
2015-02-01,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,41,18,100
2015-03-01,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,15,1
2015-03-01,Thinking Out Loud,Ed Sheeran,2,20,2
2015-03-01,Love Me Like You Do,Ellie Goulding,3,7,3
2015-03-01,Sugar,Maroon 5,4,6,4
2015-03-01,Take Me To Church,Hozier,2,28,5
2015-03-01,FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,4,5,6
2015-03-01,Blank Space,Taylor Swift,1,17,7
2015-03-01,Style,Taylor Swift,8,11,8
2015-03-01,Earned It (Fifty Shades Of Grey),The Weeknd,9,9,9
2015-03-01,Lips Are Movin,Meghan Trainor,4,18,10
2015-03-01,Time Of Our Lives,Pitbull & Ne-Yo,11,11,11
2015-03-01,I'm Not The Only One,Sam Smith,5,25,12
2015-03-01,I Don't Mind,Usher Featuring Juicy J,13,14,13
2015-03-01,Centuries,Fall Out Boy,10,24,14
2015-03-01,Shake It Off,Taylor Swift,1,27,15
2015-03-01,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",12,17,16
2015-03-01,Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,17,5,17
2015-03-01,Jealous,Nick Jonas,7,24,18
2015-03-01,All About That Bass,Meghan Trainor,1,33,19
2015-03-01,Stay With Me,Sam Smith,2,46,20
2015-03-01,Ghost,Ella Henderson,21,17,21
2015-03-01,She Knows,Ne-Yo Featuring Juicy J,22,14,22
2015-03-01,Prayer In C,Lillywood & Robin Schulz,23,12,23
2015-03-01,I Don't F**k With You,Big Sean Featuring E-40,11,22,24
2015-03-01,7/11,Beyonce,13,13,25
2015-03-01,Energy,Drake,26,2,26
2015-03-01,Somebody,Natalie La Rose Featuring Jeremih,27,5,27
2015-03-01,I Bet My Life,Imagine Dragons,28,16,28
2015-03-01,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,28,15,29
2015-03-01,Chandelier,Sia,8,42,30
2015-03-01,Riptide,Vance Joy,30,35,31
2015-03-01,Ayo,Chris Brown & Tyga,32,7,32
2015-03-01,Love Me Harder,Ariana Grande & The Weeknd,7,20,33
2015-03-01,One Last Time,Ariana Grande,34,2,34
2015-03-01,Trap Queen,Fetty Wap,35,5,35
2015-03-01,CoCo,O.T. Genasis,20,14,36
2015-03-01,Animals,Maroon 5,3,27,37
2015-03-01,No Type,Rae Sremmurd,16,22,38
2015-03-01,Take Your Time,Sam Hunt,36,8,39
2015-03-01,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",3,30,40
2015-03-01,Elastic Heart,Sia,17,7,41
2015-03-01,Chains,Nick Jonas,42,4,42
2015-03-01,Outside,Calvin Harris Featuring Ellie Goulding,42,11,43
2015-03-01,The Heart Wants What It Wants,Selena Gomez,6,16,44
2015-03-01,Make Me Wanna,Thomas Rhett,43,15,45
2015-03-01,Heartbeat Song,Kelly Clarkson,34,6,46
2015-03-01,Lonely Tonight,Blake Shelton Featuring Ashley Monroe,47,12,47
2015-03-01,Shut Up And Dance,WALK THE MOON,48,15,48
2015-03-01,Tuesday,I LOVE MAKONNEN Featuring Drake,12,22,49
2015-03-01,Habits (Stay High),Tove Lo,3,39,50
2015-03-01,Wonderland,Taylor Swift,51,1,51
2015-03-01,Legend,Drake,52,2,52
2015-03-01,I See You,Luke Bryan,41,13,53
2015-03-01,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,54,7,54
2015-03-01,Night Changes,One Direction,31,14,55
2015-03-01,Sun Daze,Florida Georgia Line,44,18,56
2015-03-01,Mean To Me,Brett Eldredge,57,16,57
2015-03-01,10 Bands,Drake,58,2,58
2015-03-01,Ain't Worth The Whiskey,Cole Swindell,59,8,59
2015-03-01,Just Gettin' Started,Jason Aldean,59,13,60
2015-03-01,Apparently,J. Cole,58,10,61
2015-03-01,Feeling Myself,Nicki Minaj Featuring Beyonce,43,10,62
2015-03-01,I Lived,OneRepublic,32,13,63
2015-03-01,Like A Cowboy,Randy Houser,62,12,64
2015-03-01,Talking Body,Tove Lo,65,4,65
2015-03-01,Homegrown,Zac Brown Band,48,6,66
2015-03-01,Drinking Class,Lee Brice,60,19,67
2015-03-01,Blessings,Big Sean Featuring Drake,53,3,68
2015-03-01,Often,The Weeknd,59,19,69
2015-03-01,Know Yourself,Drake,70,1,70
2015-03-01,Lonely Eyes,Chris Young,70,10,71
2015-03-01,Lay Me Down,Sam Smith,58,3,72
2015-03-01,Homegrown Honey,Darius Rucker,73,13,73
2015-03-01,Only One,Kanye West Featuring Paul McCartney,35,7,74
2015-03-01,Stuck On A Feeling,Prince Royce Featuring Snoop Dogg,43,9,75
2015-03-01,Geronimo,Sheppard,74,9,76
2015-03-01,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,12,13,77
2015-03-01,Throw Sum Mo,Rae Sremmurd Featuring Nicki Minaj & Young Thug,67,8,78
2015-03-01,Say You Do,Dierks Bentley,79,6,79
2015-03-01,Talladega,Eric Church,43,18,80
2015-03-01,No Tellin',Drake,81,1,81
2015-03-01,Preach,Drake Featuring PARTYNEXTDOOR,82,2,82
2015-03-01,6 God,Drake,83,1,83
2015-03-01,Used To,Drake Featuring Lil Wayne,84,2,84
2015-03-01,Take It On Back,Chase Bryant,82,8,85
2015-03-01,A Guy Walks Into A Bar,Tyler Farr,86,8,86
2015-03-01,Sledgehammer,Fifth Harmony,40,13,87
2015-03-01,What Kind Of Man,Florence + The Machine,88,2,88
2015-03-01,Shots,Imagine Dragons,75,3,89
2015-03-01,Try Me,DeJ Loaf,45,18,90
2015-03-01,The Body,Wale Featuring Jeremih,87,6,91
2015-03-01,What We Ain't Got,Jake Owen,89,8,92
2015-03-01,Little Red Wagon,Miranda Lambert,76,2,93
2015-03-01,Budapest,George Ezra,81,4,94
2015-03-01,Now & Forever,Drake,95,1,95
2015-03-01,Slow Motion,Trey Songz,96,2,96
2015-03-01,6 Man,Drake,97,1,97
2015-03-01,Not For Long,B.o.B Featuring Trey Songz,80,7,98
2015-03-01,Glory,Common & John Legend,92,2,99
2015-03-01,Go Hard Or Go Home,Wiz Khalifa & Iggy Azalea,100,1,100
2015-04-01,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,19,1
2015-04-01,Sugar,Maroon 5,2,10,2
2015-04-01,Thinking Out Loud,Ed Sheeran,2,24,3
2015-04-01,Love Me Like You Do,Ellie Goulding,3,11,4
2015-04-01,FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,4,9,5
2015-04-01,Earned It (Fifty Shades Of Grey),The Weeknd,6,13,6
2015-04-01,Style,Taylor Swift,6,15,7
2015-04-01,Trap Queen,Fetty Wap,8,9,8
2015-04-01,Time Of Our Lives,Pitbull & Ne-Yo,9,15,9
2015-04-01,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,10,19,10
2015-04-01,Blank Space,Taylor Swift,1,21,11
2015-04-01,Take Me To Church,Hozier,2,32,12
2015-04-01,Somebody,Natalie La Rose Featuring Jeremih,13,9,13
2015-04-01,Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,14,9,14
2015-04-01,Shut Up And Dance,WALK THE MOON,15,19,15
2015-04-01,One Last Time,Ariana Grande,16,6,16
2015-04-01,Lips Are Movin,Meghan Trainor,4,22,17
2015-04-01,Lay Me Down,Sam Smith,8,7,18
2015-04-01,I Don't Mind,Usher Featuring Juicy J,11,18,19
2015-04-01,Chains,Nick Jonas,20,8,20
2015-04-01,Take Your Time,Sam Hunt,21,12,21
2015-04-01,Ayo,Chris Brown & Tyga,22,11,22
2015-04-01,I'm Not The Only One,Sam Smith,5,29,23
2015-04-01,Shake It Off,Taylor Swift,1,31,24
2015-04-01,All About That Bass,Meghan Trainor,1,37,25
2015-04-01,I Want You To Know,Zedd Featuring Selena Gomez,17,4,26
2015-04-01,Want To Want Me,Jason Derulo,27,2,27
2015-04-01,Heartbeat Song,Kelly Clarkson,21,10,28
2015-04-01,Centuries,Fall Out Boy,10,28,29
2015-04-01,Outside,Calvin Harris Featuring Ellie Goulding,30,15,30
2015-04-01,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",12,21,31
2015-04-01,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,32,11,32
2015-04-01,Blessings,Big Sean Featuring Drake,30,7,33
2015-04-01,I Don't F**k With You,Big Sean Featuring E-40,11,26,34
2015-04-01,Animals,Maroon 5,3,31,35
2015-04-01,She Knows,Ne-Yo Featuring Juicy J,19,18,36
2015-04-01,Stay With Me,Sam Smith,2,50,37
2015-04-01,Jealous,Nick Jonas,7,28,38
2015-04-01,Talking Body,Tove Lo,39,8,39
2015-04-01,Riptide,Vance Joy,30,39,40
2015-04-01,Homegrown,Zac Brown Band,41,10,41
2015-04-01,7/11,Beyonce,13,17,42
2015-04-01,Ain't Worth The Whiskey,Cole Swindell,43,12,43
2015-04-01,Prayer In C,Lillywood & Robin Schulz,23,16,44
2015-04-01,Night Changes,One Direction,31,18,45
2015-04-01,Chandelier,Sia,8,46,46
2015-04-01,Dear Future Husband,Meghan Trainor,47,10,47
2015-04-01,Elastic Heart,Sia,17,11,48
2015-04-01,No Type,Rae Sremmurd,16,26,49
2015-04-01,Lonely Eyes,Chris Young,50,14,50
2015-04-01,Throw Sum Mo,Rae Sremmurd Featuring Nicki Minaj & Young Thug,51,12,51
2015-04-01,Energy,Drake,26,6,52
2015-04-01,All Day,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",15,3,53
2015-04-01,I Bet My Life,Imagine Dragons,28,20,54
2015-04-01,Homegrown Honey,Darius Rucker,55,17,55
2015-04-01,"Honey, I'm Good.",Andy Grammer,56,4,56
2015-04-01,Know Yourself,Drake,57,5,57
2015-04-01,Slow Motion,Trey Songz,58,6,58
2015-04-01,Geronimo,Sheppard,58,13,59
2015-04-01,I Bet,Ciara,43,4,60
2015-04-01,King Kunta,Kendrick Lamar,61,1,61
2015-04-01,Budapest,George Ezra,62,8,62
2015-04-01,Legend,Drake,52,6,63
2015-04-01,CoCo,O.T. Genasis,20,18,64
2015-04-01,Say You Do,Dierks Bentley,65,10,65
2015-04-01,The Blacker The Berry,Kendrick Lamar,66,1,66
2015-04-01,Believe,Mumford & Sons,31,2,67
2015-04-01,Mean To Me,Brett Eldredge,53,20,68
2015-04-01,Watch Me,Silento,69,4,69
2015-04-01,Just Gettin' Started,Jason Aldean,54,17,70
