track_name,artist_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,combined,date,peak_position,weeks_on_chart,current_position
perfect,ed sheeran,1,2017,1,1,16596,13,2559529074.0,7,0,"2,094",0,0,95,G#,Major,60,17,45,16,0,11,2,perfect ed sheeran,2018-06-01,1,39,15
perfect,ed sheeran,1,2017,1,1,16596,13,2559529074.0,7,0,"2,094",0,0,95,G#,Major,60,17,45,16,0,11,2,perfect ed sheeran,2018-07-01,1,44,17
perfect,ed sheeran,1,2017,1,1,16596,13,2559529074.0,7,0,"2,094",0,0,95,G#,Major,60,17,45,16,0,11,2,perfect ed sheeran,2018-08-01,1,48,17
perfect,ed sheeran,1,2017,1,1,16596,13,2559529074.0,7,0,"2,094",0,0,95,G#,Major,60,17,45,16,0,11,2,perfect ed sheeran,2018-09-01,1,52,20
perfect,ed sheeran,1,2017,1,1,16596,13,2559529074.0,7,0,"2,094",0,0,95,G#,Major,60,17,45,16,0,11,2,perfect ed sheeran,2018-10-01,1,57,21
romantic homicide,d4vd,1,2022,7,20,2335,23,681583126.0,82,55,50,0,9,132,F#,Major,56,20,55,45,1,32,3,romantic homicide d4vd,2022-10-01,34,3,34
romantic homicide,d4vd,1,2022,7,20,2335,23,681583126.0,82,55,50,0,9,132,F#,Major,56,20,55,45,1,32,3,romantic homicide d4vd,2022-11-01,33,8,61
romantic homicide,d4vd,1,2022,7,20,2335,23,681583126.0,82,55,50,0,9,132,F#,Major,56,20,55,45,1,32,3,romantic homicide d4vd,2022-12-01,33,12,72
romantic homicide,d4vd,1,2022,7,20,2335,23,681583126.0,82,55,50,0,9,132,F#,Major,56,20,55,45,1,32,3,romantic homicide d4vd,2023-01-01,33,17,87
believer,imagine dragons,1,2017,1,31,18986,23,2594040133.0,250,121,"2,969",10,31,125,A#,Minor,77,74,78,4,0,23,11,believer imagine dragons,2017-03-01,43,2,66
believer,imagine dragons,1,2017,1,31,18986,23,2594040133.0,250,121,"2,969",10,31,125,A#,Minor,77,74,78,4,0,23,11,believer imagine dragons,2017-04-01,41,6,42
believer,imagine dragons,1,2017,1,31,18986,23,2594040133.0,250,121,"2,969",10,31,125,A#,Minor,77,74,78,4,0,23,11,believer imagine dragons,2017-05-01,41,11,51
believer,imagine dragons,1,2017,1,31,18986,23,2594040133.0,250,121,"2,969",10,31,125,A#,Minor,77,74,78,4,0,23,11,believer imagine dragons,2017-06-01,20,15,20
believer,imagine dragons,1,2017,1,31,18986,23,2594040133.0,250,121,"2,969",10,31,125,A#,Minor,77,74,78,4,0,23,11,believer imagine dragons,2017-07-01,13,19,15
believer,imagine dragons,1,2017,1,31,18986,23,2594040133.0,250,121,"2,969",10,31,125,A#,Minor,77,74,78,4,0,23,11,believer imagine dragons,2017-08-01,6,24,7
believer,imagine dragons,1,2017,1,31,18986,23,2594040133.0,250,121,"2,969",10,31,125,A#,Minor,77,74,78,4,0,23,11,believer imagine dragons,2017-09-01,4,28,5
believer,imagine dragons,1,2017,1,31,18986,23,2594040133.0,250,121,"2,969",10,31,125,A#,Minor,77,74,78,4,0,23,11,believer imagine dragons,2017-10-01,4,33,7
believer,imagine dragons,1,2017,1,31,18986,23,2594040133.0,250,121,"2,969",10,31,125,A#,Minor,77,74,78,4,0,23,11,believer imagine dragons,2017-11-01,4,37,14
believer,imagine dragons,1,2017,1,31,18986,23,2594040133.0,250,121,"2,969",10,31,125,A#,Minor,77,74,78,4,0,23,11,believer imagine dragons,2017-12-01,4,41,26
believer,imagine dragons,1,2017,1,31,18986,23,2594040133.0,250,121,"2,969",10,31,125,A#,Minor,77,74,78,4,0,23,11,believer imagine dragons,2018-01-01,4,46,40
believer,imagine dragons,1,2017,1,31,18986,23,2594040133.0,250,121,"2,969",10,31,125,A#,Minor,77,74,78,4,0,23,11,believer imagine dragons,2018-02-01,4,51,28
without me,eminem,1,2002,1,1,21081,43,1687664027.0,98,76,"3,889",5,0,112,G,Major,92,67,66,0,0,36,9,without me eminem,2002-06-01,6,4,6
without me,eminem,1,2002,1,1,21081,43,1687664027.0,98,76,"3,889",5,0,112,G,Major,92,67,66,0,0,36,9,without me eminem,2002-07-01,2,9,2
without me,eminem,1,2002,1,1,21081,43,1687664027.0,98,76,"3,889",5,0,112,G,Major,92,67,66,0,0,36,9,without me eminem,2002-08-01,2,13,6
without me,eminem,1,2002,1,1,21081,43,1687664027.0,98,76,"3,889",5,0,112,G,Major,92,67,66,0,0,36,9,without me eminem,2002-09-01,2,18,41
somewhere only we know,keane,1,2004,1,1,20015,16,1089402494.0,107,69,"5,239",0,558,172,A,Major,45,33,59,6,0,8,3,somewhere only we know keane,2005-03-01,50,4,56
somewhere only we know,keane,1,2004,1,1,20015,16,1089402494.0,107,69,"5,239",0,558,172,A,Major,45,33,59,6,0,8,3,somewhere only we know keane,2005-04-01,50,8,65
el gordo trae el mando,chino pacas,1,2023,1,27,539,21,255932395.0,7,71,4,2,13,140,G,Minor,74,96,80,18,0,5,5,el gordo trae el mando chino pacas,2023-04-01,84,1,84
el gordo trae el mando,chino pacas,1,2023,1,27,539,21,255932395.0,7,71,4,2,13,140,G,Minor,74,96,80,18,0,5,5,el gordo trae el mando chino pacas,2023-05-01,71,6,71
el gordo trae el mando,chino pacas,1,2023,1,27,539,21,255932395.0,7,71,4,2,13,140,G,Minor,74,96,80,18,0,5,5,el gordo trae el mando chino pacas,2023-06-01,58,10,71
bye,peso pluma,1,2023,5,26,324,14,95053634.0,13,110,8,2,60,122,,Major,78,70,81,57,0,10,5,bye peso pluma,2023-07-01,53,4,54
bye,peso pluma,1,2023,5,26,324,14,95053634.0,13,110,8,2,60,122,,Major,78,70,81,57,0,10,5,bye peso pluma,2023-08-01,48,9,75
locked out of heaven,bruno mars,1,2012,12,5,1622,9,1481349984.0,0,0,356,0,0,144,F,Major,73,87,70,6,0,28,5,locked out of heaven bruno mars,2012-11-01,15,3,15
locked out of heaven,bruno mars,1,2012,12,5,1622,9,1481349984.0,0,0,356,0,0,144,F,Major,73,87,70,6,0,28,5,locked out of heaven bruno mars,2012-12-01,4,7,4
locked out of heaven,bruno mars,1,2012,12,5,1622,9,1481349984.0,0,0,356,0,0,144,F,Major,73,87,70,6,0,28,5,locked out of heaven bruno mars,2013-01-01,1,12,1
locked out of heaven,bruno mars,1,2012,12,5,1622,9,1481349984.0,0,0,356,0,0,144,F,Major,73,87,70,6,0,28,5,locked out of heaven bruno mars,2013-02-01,1,16,2
locked out of heaven,bruno mars,1,2012,12,5,1622,9,1481349984.0,0,0,356,0,0,144,F,Major,73,87,70,6,0,28,5,locked out of heaven bruno mars,2013-03-01,1,20,7
locked out of heaven,bruno mars,1,2012,12,5,1622,9,1481349984.0,0,0,356,0,0,144,F,Major,73,87,70,6,0,28,5,locked out of heaven bruno mars,2013-04-01,1,25,14
locked out of heaven,bruno mars,1,2012,12,5,1622,9,1481349984.0,0,0,356,0,0,144,F,Major,73,87,70,6,0,28,5,locked out of heaven bruno mars,2013-05-01,1,29,30
locked out of heaven,bruno mars,1,2012,12,5,1622,9,1481349984.0,0,0,356,0,0,144,F,Major,73,87,70,6,0,28,5,locked out of heaven bruno mars,2013-06-01,1,33,37
counting stars,onerepublic,1,2013,1,1,29215,43,2011464183.0,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,counting stars onerepublic,2013-07-01,32,1,32
counting stars,onerepublic,1,2013,1,1,29215,43,2011464183.0,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,counting stars onerepublic,2013-08-01,32,5,70
counting stars,onerepublic,1,2013,1,1,29215,43,2011464183.0,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,counting stars onerepublic,2013-09-01,32,10,54
counting stars,onerepublic,1,2013,1,1,29215,43,2011464183.0,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,counting stars onerepublic,2013-10-01,28,14,28
counting stars,onerepublic,1,2013,1,1,29215,43,2011464183.0,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,counting stars onerepublic,2013-11-01,15,18,15
counting stars,onerepublic,1,2013,1,1,29215,43,2011464183.0,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,counting stars onerepublic,2013-12-01,4,23,4
counting stars,onerepublic,1,2013,1,1,29215,43,2011464183.0,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,counting stars onerepublic,2014-01-01,3,27,3
counting stars,onerepublic,1,2013,1,1,29215,43,2011464183.0,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,counting stars onerepublic,2014-02-01,2,31,3
counting stars,onerepublic,1,2013,1,1,29215,43,2011464183.0,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,counting stars onerepublic,2014-03-01,2,35,6
counting stars,onerepublic,1,2013,1,1,29215,43,2011464183.0,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,counting stars onerepublic,2014-04-01,2,40,8
counting stars,onerepublic,1,2013,1,1,29215,43,2011464183.0,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,counting stars onerepublic,2014-05-01,2,44,11
counting stars,onerepublic,1,2013,1,1,29215,43,2011464183.0,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,counting stars onerepublic,2014-06-01,2,49,26
counting stars,onerepublic,1,2013,1,1,29215,43,2011464183.0,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,counting stars onerepublic,2014-07-01,2,53,22
counting stars,onerepublic,1,2013,1,1,29215,43,2011464183.0,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,counting stars onerepublic,2014-08-01,2,57,29
counting stars,onerepublic,1,2013,1,1,29215,43,2011464183.0,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,counting stars onerepublic,2014-09-01,2,62,41
counting stars,onerepublic,1,2013,1,1,29215,43,2011464183.0,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,counting stars onerepublic,2014-10-01,2,66,47
ghost,justin bieber,1,2021,3,19,5866,24,1167330737.0,107,38,95,0,,154,D,Major,61,41,74,21,0,40,6,ghost justin bieber,2021-04-01,66,1,66
ghost,justin bieber,1,2021,3,19,5866,24,1167330737.0,107,38,95,0,,154,D,Major,61,41,74,21,0,40,6,ghost justin bieber,2021-11-01,32,5,37
ghost,justin bieber,1,2021,3,19,5866,24,1167330737.0,107,38,95,0,,154,D,Major,61,41,74,21,0,40,6,ghost justin bieber,2021-12-01,32,9,38
ghost,justin bieber,1,2021,3,19,5866,24,1167330737.0,107,38,95,0,,154,D,Major,61,41,74,21,0,40,6,ghost justin bieber,2022-01-01,32,13,39
ghost,justin bieber,1,2021,3,19,5866,24,1167330737.0,107,38,95,0,,154,D,Major,61,41,74,21,0,40,6,ghost justin bieber,2022-02-01,13,18,13
ghost,justin bieber,1,2021,3,19,5866,24,1167330737.0,107,38,95,0,,154,D,Major,61,41,74,21,0,40,6,ghost justin bieber,2022-03-01,7,22,7
ghost,justin bieber,1,2021,3,19,5866,24,1167330737.0,107,38,95,0,,154,D,Major,61,41,74,21,0,40,6,ghost justin bieber,2022-04-01,5,26,5
ghost,justin bieber,1,2021,3,19,5866,24,1167330737.0,107,38,95,0,,154,D,Major,61,41,74,21,0,40,6,ghost justin bieber,2022-05-01,5,31,8
ghost,justin bieber,1,2021,3,19,5866,24,1167330737.0,107,38,95,0,,154,D,Major,61,41,74,21,0,40,6,ghost justin bieber,2022-06-01,5,35,18
ghost,justin bieber,1,2021,3,19,5866,24,1167330737.0,107,38,95,0,,154,D,Major,61,41,74,21,0,40,6,ghost justin bieber,2022-07-01,5,39,26
ghost,justin bieber,1,2021,3,19,5866,24,1167330737.0,107,38,95,0,,154,D,Major,61,41,74,21,0,40,6,ghost justin bieber,2022-08-01,5,44,20
ghost,justin bieber,1,2021,3,19,5866,24,1167330737.0,107,38,95,0,,154,D,Major,61,41,74,21,0,40,6,ghost justin bieber,2022-09-01,5,48,30
ghost,justin bieber,1,2021,3,19,5866,24,1167330737.0,107,38,95,0,,154,D,Major,61,41,74,21,0,40,6,ghost justin bieber,2022-10-01,5,52,36
under the influence,chris brown,1,2019,10,4,3859,26,929964809.0,133,181,3,0,,117,A,Minor,73,31,69,6,0,11,4,under the influence chris brown,2022-10-01,29,2,29
under the influence,chris brown,1,2019,10,4,3859,26,929964809.0,133,181,3,0,,117,A,Minor,73,31,69,6,0,11,4,under the influence chris brown,2022-11-01,23,7,25
under the influence,chris brown,1,2019,10,4,3859,26,929964809.0,133,181,3,0,,117,A,Minor,73,31,69,6,0,11,4,under the influence chris brown,2022-12-01,14,11,14
under the influence,chris brown,1,2019,10,4,3859,26,929964809.0,133,181,3,0,,117,A,Minor,73,31,69,6,0,11,4,under the influence chris brown,2023-01-01,14,16,39
under the influence,chris brown,1,2019,10,4,3859,26,929964809.0,133,181,3,0,,117,A,Minor,73,31,69,6,0,11,4,under the influence chris brown,2023-02-01,12,20,16
under the influence,chris brown,1,2019,10,4,3859,26,929964809.0,133,181,3,0,,117,A,Minor,73,31,69,6,0,11,4,under the influence chris brown,2023-03-01,12,24,18
under the influence,chris brown,1,2019,10,4,3859,26,929964809.0,133,181,3,0,,117,A,Minor,73,31,69,6,0,11,4,under the influence chris brown,2023-04-01,12,28,14
under the influence,chris brown,1,2019,10,4,3859,26,929964809.0,133,181,3,0,,117,A,Minor,73,31,69,6,0,11,4,under the influence chris brown,2023-05-01,12,33,31
under the influence,chris brown,1,2019,10,4,3859,26,929964809.0,133,181,3,0,,117,A,Minor,73,31,69,6,0,11,4,under the influence chris brown,2023-06-01,12,37,37
under the influence,chris brown,1,2019,10,4,3859,26,929964809.0,133,181,3,0,,117,A,Minor,73,31,69,6,0,11,4,under the influence chris brown,2023-07-01,12,41,49
gasolina,daddy yankee,1,2004,7,13,6457,18,657723613.0,98,95,453,0,454,96,,Major,86,74,80,33,0,8,6,gasolina daddy yankee,2004-12-01,91,4,91
gasolina,daddy yankee,1,2004,7,13,6457,18,657723613.0,98,95,453,0,454,96,,Major,86,74,80,33,0,8,6,gasolina daddy yankee,2005-01-01,50,8,50
gasolina,daddy yankee,1,2004,7,13,6457,18,657723613.0,98,95,453,0,454,96,,Major,86,74,80,33,0,8,6,gasolina daddy yankee,2005-02-01,32,13,32
gasolina,daddy yankee,1,2004,7,13,6457,18,657723613.0,98,95,453,0,454,96,,Major,86,74,80,33,0,8,6,gasolina daddy yankee,2005-03-01,32,17,66
sure thing,miguel,1,2010,5,25,13801,19,950906471.0,137,125,435,6,285,81,B,Minor,68,51,60,3,0,19,10,sure thing miguel,2011-04-01,87,2,87
sure thing,miguel,1,2010,5,25,13801,19,950906471.0,137,125,435,6,285,81,B,Minor,68,51,60,3,0,19,10,sure thing miguel,2011-05-01,57,7,57
sure thing,miguel,1,2010,5,25,13801,19,950906471.0,137,125,435,6,285,81,B,Minor,68,51,60,3,0,19,10,sure thing miguel,2011-06-01,36,11,36
sure thing,miguel,1,2010,5,25,13801,19,950906471.0,137,125,435,6,285,81,B,Minor,68,51,60,3,0,19,10,sure thing miguel,2011-07-01,36,15,44
sure thing,miguel,1,2010,5,25,13801,19,950906471.0,137,125,435,6,285,81,B,Minor,68,51,60,3,0,19,10,sure thing miguel,2011-08-01,36,20,43
sure thing,miguel,1,2010,5,25,13801,19,950906471.0,137,125,435,6,285,81,B,Minor,68,51,60,3,0,19,10,sure thing miguel,2023-02-01,36,26,39
sure thing,miguel,1,2010,5,25,13801,19,950906471.0,137,125,435,6,285,81,B,Minor,68,51,60,3,0,19,10,sure thing miguel,2023-03-01,28,30,28
sure thing,miguel,1,2010,5,25,13801,19,950906471.0,137,125,435,6,285,81,B,Minor,68,51,60,3,0,19,10,sure thing miguel,2023-04-01,23,34,23
sure thing,miguel,1,2010,5,25,13801,19,950906471.0,137,125,435,6,285,81,B,Minor,68,51,60,3,0,19,10,sure thing miguel,2023-05-01,15,39,15
sure thing,miguel,1,2010,5,25,13801,19,950906471.0,137,125,435,6,285,81,B,Minor,68,51,60,3,0,19,10,sure thing miguel,2023-06-01,13,43,13
sure thing,miguel,1,2010,5,25,13801,19,950906471.0,137,125,435,6,285,81,B,Minor,68,51,60,3,0,19,10,sure thing miguel,2023-07-01,11,47,11
sure thing,miguel,1,2010,5,25,13801,19,950906471.0,137,125,435,6,285,81,B,Minor,68,51,60,3,0,19,10,sure thing miguel,2023-08-01,11,52,19
the night we met,lord huron,1,2015,2,2,18515,35,1410088830.0,70,82,939,1,162,174,D,Major,45,10,37,97,25,64,4,the night we met lord huron,2017-05-01,99,1,99
when i was your man,bruno mars,1,2012,12,5,2420,11,1661187319.0,0,0,806,0,0,145,,Major,60,43,27,94,0,14,4,when i was your man bruno mars,2013-01-01,62,2,62
when i was your man,bruno mars,1,2012,12,5,2420,11,1661187319.0,0,0,806,0,0,145,,Major,60,43,27,94,0,14,4,when i was your man bruno mars,2013-02-01,62,5,74
when i was your man,bruno mars,1,2012,12,5,2420,11,1661187319.0,0,0,806,0,0,145,,Major,60,43,27,94,0,14,4,when i was your man bruno mars,2013-03-01,8,9,8
when i was your man,bruno mars,1,2012,12,5,2420,11,1661187319.0,0,0,806,0,0,145,,Major,60,43,27,94,0,14,4,when i was your man bruno mars,2013-04-01,3,14,4
when i was your man,bruno mars,1,2012,12,5,2420,11,1661187319.0,0,0,806,0,0,145,,Major,60,43,27,94,0,14,4,when i was your man bruno mars,2013-05-01,1,18,4
when i was your man,bruno mars,1,2012,12,5,2420,11,1661187319.0,0,0,806,0,0,145,,Major,60,43,27,94,0,14,4,when i was your man bruno mars,2013-06-01,1,22,4
when i was your man,bruno mars,1,2012,12,5,2420,11,1661187319.0,0,0,806,0,0,145,,Major,60,43,27,94,0,14,4,when i was your man bruno mars,2013-07-01,1,27,20
when i was your man,bruno mars,1,2012,12,5,2420,11,1661187319.0,0,0,806,0,0,145,,Major,60,43,27,94,0,14,4,when i was your man bruno mars,2013-08-01,1,31,31
do i wanna know?,arctic monkeys,1,2013,1,1,33783,26,1788326445.0,133,92,"2,733",1,26,85,F,Major,55,42,53,17,0,22,3,do i wanna know? arctic monkeys,2014-01-01,83,3,83
do i wanna know?,arctic monkeys,1,2013,1,1,33783,26,1788326445.0,133,92,"2,733",1,26,85,F,Major,55,42,53,17,0,22,3,do i wanna know? arctic monkeys,2014-02-01,79,7,79
do i wanna know?,arctic monkeys,1,2013,1,1,33783,26,1788326445.0,133,92,"2,733",1,26,85,F,Major,55,42,53,17,0,22,3,do i wanna know? arctic monkeys,2014-03-01,76,11,79
do i wanna know?,arctic monkeys,1,2013,1,1,33783,26,1788326445.0,133,92,"2,733",1,26,85,F,Major,55,42,53,17,0,22,3,do i wanna know? arctic monkeys,2014-04-01,70,16,76
do i wanna know?,arctic monkeys,1,2013,1,1,33783,26,1788326445.0,133,92,"2,733",1,26,85,F,Major,55,42,53,17,0,22,3,do i wanna know? arctic monkeys,2014-05-01,70,20,75
demons,imagine dragons,1,2012,1,1,26694,13,1840364617.0,65,82,"3,425",4,13,180,D#,Major,33,38,71,20,0,28,5,demons imagine dragons,2013-02-01,97,2,97
demons,imagine dragons,1,2012,1,1,26694,13,1840364617.0,65,82,"3,425",4,13,180,D#,Major,33,38,71,20,0,28,5,demons imagine dragons,2013-06-01,64,9,68
demons,imagine dragons,1,2012,1,1,26694,13,1840364617.0,65,82,"3,425",4,13,180,D#,Major,33,38,71,20,0,28,5,demons imagine dragons,2013-07-01,64,14,67
demons,imagine dragons,1,2012,1,1,26694,13,1840364617.0,65,82,"3,425",4,13,180,D#,Major,33,38,71,20,0,28,5,demons imagine dragons,2013-08-01,59,18,59
demons,imagine dragons,1,2012,1,1,26694,13,1840364617.0,65,82,"3,425",4,13,180,D#,Major,33,38,71,20,0,28,5,demons imagine dragons,2013-10-01,46,22,46
demons,imagine dragons,1,2012,1,1,26694,13,1840364617.0,65,82,"3,425",4,13,180,D#,Major,33,38,71,20,0,28,5,demons imagine dragons,2013-11-01,12,26,12
demons,imagine dragons,1,2012,1,1,26694,13,1840364617.0,65,82,"3,425",4,13,180,D#,Major,33,38,71,20,0,28,5,demons imagine dragons,2013-12-01,6,31,6
demons,imagine dragons,1,2012,1,1,26694,13,1840364617.0,65,82,"3,425",4,13,180,D#,Major,33,38,71,20,0,28,5,demons imagine dragons,2014-01-01,6,35,6
demons,imagine dragons,1,2012,1,1,26694,13,1840364617.0,65,82,"3,425",4,13,180,D#,Major,33,38,71,20,0,28,5,demons imagine dragons,2014-02-01,6,39,13
demons,imagine dragons,1,2012,1,1,26694,13,1840364617.0,65,82,"3,425",4,13,180,D#,Major,33,38,71,20,0,28,5,demons imagine dragons,2014-03-01,6,43,19
demons,imagine dragons,1,2012,1,1,26694,13,1840364617.0,65,82,"3,425",4,13,180,D#,Major,33,38,71,20,0,28,5,demons imagine dragons,2014-04-01,6,48,24
demons,imagine dragons,1,2012,1,1,26694,13,1840364617.0,65,82,"3,425",4,13,180,D#,Major,33,38,71,20,0,28,5,demons imagine dragons,2014-05-01,6,52,32
demons,imagine dragons,1,2012,1,1,26694,13,1840364617.0,65,82,"3,425",4,13,180,D#,Major,33,38,71,20,0,28,5,demons imagine dragons,2014-06-01,6,57,42
demons,imagine dragons,1,2012,1,1,26694,13,1840364617.0,65,82,"3,425",4,13,180,D#,Major,33,38,71,20,0,28,5,demons imagine dragons,2014-07-01,6,61,47
reminder,the weeknd,1,2016,11,25,6518,17,684675814.0,45,85,238,1,47,160,G#,Major,71,40,50,16,0,16,22,reminder the weeknd,2017-01-01,31,4,95
reminder,the weeknd,1,2016,11,25,6518,17,684675814.0,45,85,238,1,47,160,G#,Major,71,40,50,16,0,16,22,reminder the weeknd,2017-07-01,31,6,97
reminder,the weeknd,1,2016,11,25,6518,17,684675814.0,45,85,238,1,47,160,G#,Major,71,40,50,16,0,16,22,reminder the weeknd,2017-08-01,31,11,90
reminder,the weeknd,1,2016,11,25,6518,17,684675814.0,45,85,238,1,47,160,G#,Major,71,40,50,16,0,16,22,reminder the weeknd,2017-09-01,31,15,76
shake it off,taylor swift,1,2014,1,1,21335,13,1113838873.0,328,70,"1,378",9,20,160,G,Major,65,95,80,5,0,41,16,shake it off taylor swift,2014-09-01,1,1,1
shake it off,taylor swift,1,2014,1,1,21335,13,1113838873.0,328,70,"1,378",9,20,160,G,Major,65,95,80,5,0,41,16,shake it off taylor swift,2014-10-01,1,5,2
shake it off,taylor swift,1,2014,1,1,21335,13,1113838873.0,328,70,"1,378",9,20,160,G,Major,65,95,80,5,0,41,16,shake it off taylor swift,2014-11-01,1,9,2
shake it off,taylor swift,1,2014,1,1,21335,13,1113838873.0,328,70,"1,378",9,20,160,G,Major,65,95,80,5,0,41,16,shake it off taylor swift,2014-12-01,1,14,5
shake it off,taylor swift,1,2014,1,1,21335,13,1113838873.0,328,70,"1,378",9,20,160,G,Major,65,95,80,5,0,41,16,shake it off taylor swift,2015-01-01,1,18,11
shake it off,taylor swift,1,2014,1,1,21335,13,1113838873.0,328,70,"1,378",9,20,160,G,Major,65,95,80,5,0,41,16,shake it off taylor swift,2015-02-01,1,23,5
shake it off,taylor swift,1,2014,1,1,21335,13,1113838873.0,328,70,"1,378",9,20,160,G,Major,65,95,80,5,0,41,16,shake it off taylor swift,2015-03-01,1,27,15
shake it off,taylor swift,1,2014,1,1,21335,13,1113838873.0,328,70,"1,378",9,20,160,G,Major,65,95,80,5,0,41,16,shake it off taylor swift,2015-04-01,1,31,24
shake it off,taylor swift,1,2014,1,1,21335,13,1113838873.0,328,70,"1,378",9,20,160,G,Major,65,95,80,5,0,41,16,shake it off taylor swift,2015-05-01,1,35,32
shake it off,taylor swift,1,2014,1,1,21335,13,1113838873.0,328,70,"1,378",9,20,160,G,Major,65,95,80,5,0,41,16,shake it off taylor swift,2015-06-01,1,40,34
shake it off,taylor swift,1,2014,1,1,21335,13,1113838873.0,328,70,"1,378",9,20,160,G,Major,65,95,80,5,0,41,16,shake it off taylor swift,2015-07-01,1,44,40
shake it off,taylor swift,1,2014,1,1,21335,13,1113838873.0,328,70,"1,378",9,20,160,G,Major,65,95,80,5,0,41,16,shake it off taylor swift,2015-08-01,1,48,47
snap,rosa linn,1,2022,3,19,3202,18,726307468.0,148,80,226,24,0,170,,Major,56,53,64,11,0,45,6,snap rosa linn,2022-09-01,97,1,97
snap,rosa linn,1,2022,3,19,3202,18,726307468.0,148,80,226,24,0,170,,Major,56,53,64,11,0,45,6,snap rosa linn,2022-10-01,93,4,99
snap,rosa linn,1,2022,3,19,3202,18,726307468.0,148,80,226,24,0,170,,Major,56,53,64,11,0,45,6,snap rosa linn,2022-11-01,82,9,93
snap,rosa linn,1,2022,3,19,3202,18,726307468.0,148,80,226,24,0,170,,Major,56,53,64,11,0,45,6,snap rosa linn,2023-02-01,67,13,68
snap,rosa linn,1,2022,3,19,1818,0,711366595.0,3,0,63,0,353,170,,Major,56,52,64,11,0,45,7,snap rosa linn,2022-09-01,97,1,97
snap,rosa linn,1,2022,3,19,1818,0,711366595.0,3,0,63,0,353,170,,Major,56,52,64,11,0,45,7,snap rosa linn,2022-10-01,93,4,99
snap,rosa linn,1,2022,3,19,1818,0,711366595.0,3,0,63,0,353,170,,Major,56,52,64,11,0,45,7,snap rosa linn,2022-11-01,82,9,93
snap,rosa linn,1,2022,3,19,1818,0,711366595.0,3,0,63,0,353,170,,Major,56,52,64,11,0,45,7,snap rosa linn,2023-02-01,67,13,68
shape of you,ed sheeran,1,2017,1,6,32181,10,3562543890.0,33,0,"6,808",7,0,96,C#,Minor,83,93,65,58,0,9,8,shape of you ed sheeran,2017-02-01,1,2,2
shape of you,ed sheeran,1,2017,1,6,32181,10,3562543890.0,33,0,"6,808",7,0,96,C#,Minor,83,93,65,58,0,9,8,shape of you ed sheeran,2017-03-01,1,6,1
shape of you,ed sheeran,1,2017,1,6,32181,10,3562543890.0,33,0,"6,808",7,0,96,C#,Minor,83,93,65,58,0,9,8,shape of you ed sheeran,2017-04-01,1,10,1
shape of you,ed sheeran,1,2017,1,6,32181,10,3562543890.0,33,0,"6,808",7,0,96,C#,Minor,83,93,65,58,0,9,8,shape of you ed sheeran,2017-05-01,1,15,2
shape of you,ed sheeran,1,2017,1,6,32181,10,3562543890.0,33,0,"6,808",7,0,96,C#,Minor,83,93,65,58,0,9,8,shape of you ed sheeran,2017-06-01,1,19,4
shape of you,ed sheeran,1,2017,1,6,32181,10,3562543890.0,33,0,"6,808",7,0,96,C#,Minor,83,93,65,58,0,9,8,shape of you ed sheeran,2017-07-01,1,23,4
shape of you,ed sheeran,1,2017,1,6,32181,10,3562543890.0,33,0,"6,808",7,0,96,C#,Minor,83,93,65,58,0,9,8,shape of you ed sheeran,2017-08-01,1,28,6
shape of you,ed sheeran,1,2017,1,6,32181,10,3562543890.0,33,0,"6,808",7,0,96,C#,Minor,83,93,65,58,0,9,8,shape of you ed sheeran,2017-09-01,1,32,9
shape of you,ed sheeran,1,2017,1,6,32181,10,3562543890.0,33,0,"6,808",7,0,96,C#,Minor,83,93,65,58,0,9,8,shape of you ed sheeran,2017-10-01,1,37,18
shape of you,ed sheeran,1,2017,1,6,32181,10,3562543890.0,33,0,"6,808",7,0,96,C#,Minor,83,93,65,58,0,9,8,shape of you ed sheeran,2017-11-01,1,41,22
shape of you,ed sheeran,1,2017,1,6,32181,10,3562543890.0,33,0,"6,808",7,0,96,C#,Minor,83,93,65,58,0,9,8,shape of you ed sheeran,2017-12-01,1,45,30
